Chunk_size,Chunk_Overlap,Time,Story Number,Question Number,EM,Precision,Recall,F1
pairwise,"[1, 2]",1297.4882497787476,35,7,0,0,0,0
pairwise,"[1, 2]",1297.5282077789307,35,8,0,0,0,0
pairwise,"[1, 2]",1297.663587808609,36,0,0,0,0,0
pairwise,"[1, 2]",1315.8624827861786,36,1,0,0,0,0
pairwise,"[1, 2]",1315.894978761673,36,3,0,0,0,0
pairwise,"[1, 2]",1315.9310839176178,36,4,0,0,0,0
pairwise,"[1, 2]",1315.9811058044434,36,8,0,0,0,0
pairwise,"[1, 2]",1316.0293288230896,36,10,0,0,0,0
pairwise,"[1, 2]",1316.0660259723663,36,12,0,0,0,0
pairwise,"[1, 2]",1316.1202747821808,36,16,0,0,0,0
pairwise,"[1, 2]",1316.1579320430756,36,19,0,0,0,0
pairwise,"[1, 2]",1316.2185018062592,36,22,0,0,0,0
pairwise,"[1, 2]",1316.2599868774414,36,23,0,0,0,0
pairwise,"[1, 2]",1316.2999427318573,36,24,0,0,0,0
pairwise,"[1, 2]",1316.4597539901733,37,1,0,0,0,0
pairwise,"[1, 2]",1316.4955849647522,37,2,0,0,0,0
pairwise,"[1, 2]",1316.5361347198486,37,3,0,0,0,0
pairwise,"[1, 2]",1330.1065599918365,37,4,0,0,0,0
pairwise,"[1, 2]",1330.1364936828613,37,5,0,0,0,0
pairwise,"[1, 2]",1330.1760127544403,37,6,0,0,0,0
pairwise,"[1, 2]",1342.5533168315887,37,8,0,0,0,0
pairwise,"[1, 2]",1342.8085587024689,38,0,0,0,0,0
pairwise,"[1, 2]",1342.854684829712,38,3,0,0,0,0
pairwise,"[1, 2]",1342.9002878665924,38,4,0,0,0,0
pairwise,"[1, 2]",1342.9482617378235,38,5,0,0,0,0
pairwise,"[1, 2]",1357.1307640075684,38,6,0,0,0,0
pairwise,"[1, 2]",1371.1285769939423,38,8,0,0,0,0
pairwise,"[1, 2]",1371.298125743866,39,1,0,0,0,0
pairwise,"[1, 2]",1371.341377735138,39,2,0,0,0,0
pairwise,"[1, 2]",1371.3855159282684,39,4,0,0,0,0
pairwise,"[1, 2]",1371.4293189048767,39,6,0,0,0,0
pairwise,"[1, 2]",1371.4711029529572,39,7,0,0,0,0
pairwise,"[1, 2]",1371.5127789974213,39,8,0,0,0,0
pairwise,"[1, 2]",1371.6718509197235,40,0,0,0,0,0
pairwise,"[1, 2]",1389.3905148506165,40,1,1,1.0,1.0,1.0
pairwise,"[1, 2]",1389.4193398952484,40,2,0,0,0,0
pairwise,"[1, 2]",1389.456265926361,40,3,0,0,0,0
pairwise,"[1, 2]",1389.487194776535,40,4,0,0,0,0
pairwise,"[1, 2]",1389.537529706955,40,6,0,0,0,0
pairwise,"[1, 2]",1389.5812728404999,40,8,0,0,0,0
pairwise,"[1, 2]",1389.9207317829132,41,3,0,0,0,0
pairwise,"[1, 2]",1389.9608538150787,41,5,0,0,0,0
pairwise,"[1, 2]",1390.0069859027863,41,6,0,0,0,0
pairwise,"[1, 2]",1390.051796913147,41,7,0,0,0,0
pairwise,"[1, 2]",1390.2269608974457,42,0,0,0,0,0
pairwise,"[1, 2]",1390.2712876796722,42,1,0,0,0,0
pairwise,"[1, 2]",1390.3284559249878,42,3,0,0,0,0
pairwise,"[1, 2]",1390.3712849617004,42,5,0,0,0,0
pairwise,"[1, 2]",1390.416937828064,42,6,0,0,0,0
pairwise,"[1, 2]",1390.455284833908,42,7,0,0,0,0
pairwise,"[1, 2]",1390.5006988048553,42,8,0,0,0,0
pairwise,"[1, 2]",1390.5420937538147,42,9,0,0,0,0
pairwise,"[1, 2]",1390.5798847675323,42,10,0,0,0,0
pairwise,"[1, 2]",1390.621060848236,42,11,0,0,0,0
pairwise,"[1, 2]",1390.7968666553497,43,0,0,0,0,0
pairwise,"[1, 2]",1407.9558730125427,43,2,0,0,0,0
pairwise,"[1, 2]",1407.9875688552856,43,3,0,0,0,0
pairwise,"[1, 2]",1424.8962697982788,43,5,0,0,0,0
pairwise,"[1, 2]",1425.0541837215424,44,0,0,0,0,0
pairwise,"[1, 2]",1425.0840167999268,44,2,0,0,0,0
pairwise,"[1, 2]",1425.1364269256592,44,4,0,0,0,0
pairwise,"[1, 2]",1425.1786139011383,44,5,0,0,0,0
pairwise,"[1, 2]",1425.2219867706299,44,6,0,0,0,0
pairwise,"[1, 2]",1425.2650706768036,44,7,0,0,0,0
pairwise,"[1, 2]",1425.4336218833923,45,1,0,0,0,0
pairwise,"[1, 2]",1425.4705307483673,45,3,0,0,0,0
pairwise,"[1, 2]",1425.505961894989,45,4,0,0,0,0
pairwise,"[1, 2]",1425.5568556785583,45,8,0,0,0,0
pairwise,"[1, 2]",1425.7444689273834,46,0,0,0,0,0
pairwise,"[1, 2]",1425.7732326984406,46,3,0,0,0,0
pairwise,"[1, 2]",1425.8127806186676,46,4,0,0,0,0
pairwise,"[1, 2]",1425.8664507865906,46,6,0,0,0,0
pairwise,"[1, 2]",1425.9096126556396,46,7,0,0,0,0
pairwise,"[1, 2]",1426.0723378658295,47,1,0,0,0,0
pairwise,"[1, 2]",1426.1108598709106,47,2,0,0,0,0
pairwise,"[1, 2]",1426.1476306915283,47,3,0,0,0,0
pairwise,"[1, 2]",1426.1874117851257,47,8,0,0,0,0
pairwise,"[1, 2]",1426.2245099544525,47,9,0,0,0,0
pairwise,"[1, 2]",1426.2642188072205,47,10,0,0,0,0
pairwise,"[1, 2]",1426.394152879715,48,0,0,0,0,0
pairwise,"[1, 2]",1426.4213786125183,48,1,0,0,0,0
pairwise,"[1, 2]",1426.4601709842682,48,2,0,0,0,0
pairwise,"[1, 2]",1426.4959049224854,48,3,0,0,0,0
pairwise,"[1, 2]",1426.5293707847595,48,4,0,0,0,0
pairwise,"[1, 2]",1426.5688118934631,48,5,0,0,0,0
pairwise,"[1, 2]",1426.6102757453918,48,6,0,0,0,0
pairwise,"[1, 2]",1426.650405883789,48,7,0,0,0,0
pairwise,"[1, 2]",1426.7954938411713,49,1,0,0,0,0
pairwise,"[1, 2]",1426.8381378650665,49,2,0,0,0,0
pairwise,"[1, 2]",1426.8786537647247,49,3,0,0,0,0
pairwise,"[1, 2]",1443.2928676605225,49,4,0,0.3,1.0,0.4615384615384615
pairwise,"[1, 2]",1443.3236978054047,49,7,0,0,0,0
pairwise,"[1, 2]",1443.5301678180695,50,2,0,0,0,0
pairwise,"[1, 2]",1443.5747430324554,50,6,0,0,0,0
pairwise,"[1, 2]",1461.2596788406372,51,1,0,0,0,0
pairwise,"[1, 2]",1461.2941558361053,51,3,0,0,0,0
pairwise,"[1, 2]",1461.3334338665009,51,4,0,0,0,0
pairwise,"[1, 2]",1461.3674046993256,51,5,0,0,0,0
pairwise,"[1, 2]",1461.412418603897,51,6,0,0,0,0
pairwise,"[1, 2]",1461.4561626911163,51,7,0,0,0,0
pairwise,"[1, 2]",1461.733648777008,52,2,0,0,0,0
pairwise,"[1, 2]",1461.7788269519806,52,3,0,0,0,0
pairwise,"[1, 2]",1461.8182237148285,52,4,0,0,0,0
pairwise,"[1, 2]",1461.8609268665314,52,6,0,0,0,0
pairwise,"[1, 2]",1461.9991478919983,53,1,0,0,0,0
pairwise,"[1, 2]",1462.0403199195862,53,4,0,0,0,0
pairwise,"[1, 2]",1462.0828638076782,53,6,0,0,0,0
pairwise,"[1, 2]",1462.1233747005463,53,9,0,0,0,0
pairwise,"[1, 2]",1462.1625196933746,53,10,0,0,0,0
pairwise,"[1, 2]",1462.1983497142792,53,11,0,0,0,0
pairwise,"[1, 2]",1462.3775327205658,54,0,0,0,0,0
pairwise,"[1, 2]",1462.4164447784424,54,5,0,0,0,0
pairwise,"[1, 2]",1462.612453699112,55,0,0,0,0,0
pairwise,"[1, 2]",1462.6452946662903,55,1,0,0,0,0
pairwise,"[1, 2]",1462.6797778606415,55,7,0,0,0,0
pairwise,"[1, 2]",1462.8416607379913,56,0,0,0,0,0
pairwise,"[1, 2]",1462.8835668563843,56,1,0,0,0,0
pairwise,"[1, 2]",1462.9247958660126,56,4,0,0,0,0
pairwise,"[1, 2]",1462.9678127765656,56,5,0,0,0,0
pairwise,"[1, 2]",1463.0134317874908,56,6,0,0,0,0
pairwise,"[1, 2]",1463.0565156936646,56,8,0,0,0,0
pairwise,"[1, 2]",1479.2303338050842,57,1,0,0,0,0
pairwise,"[1, 2]",1495.7908186912537,57,2,0,0,0,0
pairwise,"[1, 2]",1511.8258109092712,57,4,0,1.0,0.16666666666666666,0.2857142857142857
pairwise,"[1, 2]",1527.7846598625183,57,5,0,0,0,0
pairwise,"[1, 2]",1546.6175589561462,57,7,0,0,0,0
pairwise,"[1, 2]",1558.6645708084106,57,8,1,1.0,1.0,1.0
pairwise,"[1, 2]",1572.4639496803284,58,0,1,1.0,1.0,1.0
pairwise,"[1, 2]",1572.4980306625366,58,1,0,0,0,0
pairwise,"[1, 2]",1572.5371639728546,58,2,0,0,0,0
pairwise,"[1, 2]",1572.5716919898987,58,5,0,0,0,0
pairwise,"[1, 2]",1572.6201198101044,58,9,0,0,0,0
pairwise,"[1, 2]",1572.6616718769073,58,10,0,0,0,0
pairwise,"[1, 2]",1572.8930900096893,59,0,0,0,0,0
pairwise,"[1, 2]",1588.3886168003082,59,1,0,0,0,0
pairwise,"[1, 2]",1588.4200267791748,59,2,0,0,0,0
pairwise,"[1, 2]",1603.4270508289337,59,3,0,0,0,0
pairwise,"[1, 2]",1603.4588677883148,59,4,0,0,0,0
pairwise,"[1, 2]",1603.5010108947754,59,5,0,0,0,0
pairwise,"[1, 2]",1603.5484027862549,59,6,0,0,0,0
pairwise,"[1, 2]",1616.7856199741364,59,7,0,0,0,0
pairwise,"[1, 2]",1616.8981199264526,60,0,0,0,0,0
pairwise,"[1, 2]",1616.9377326965332,60,3,0,0,0,0
pairwise,"[1, 2]",1616.9798707962036,60,4,0,0,0,0
pairwise,"[1, 2]",1617.018222808838,60,5,0,0,0,0
pairwise,"[1, 2]",1617.0666728019714,60,7,0,0,0,0
pairwise,"[1, 2]",1617.263641834259,61,3,0,0,0,0
pairwise,"[1, 2]",1617.3586797714233,61,8,0,0,0,0
pairwise,"[1, 2]",1617.5385029315948,62,0,0,0,0,0
pairwise,"[1, 2]",1617.598002910614,62,2,0,0,0,0
pairwise,"[1, 2]",1617.6381769180298,62,3,0,0,0,0
pairwise,"[1, 2]",1617.681260585785,62,4,0,0,0,0
pairwise,"[1, 2]",1617.7126278877258,62,5,0,0,0,0
pairwise,"[1, 2]",1617.7545328140259,62,6,0,0,0,0
pairwise,"[1, 2]",1617.8084909915924,62,8,0,0,0,0
pairwise,"[1, 2]",1618.149437904358,63,0,0,0,0,0
pairwise,"[1, 2]",1618.1846618652344,63,1,0,0,0,0
pairwise,"[1, 2]",1618.2191669940948,63,3,0,0,0,0
pairwise,"[1, 2]",1618.2682807445526,63,5,0,0,0,0
pairwise,"[1, 2]",1618.3149659633636,63,6,0,0,0,0
pairwise,"[1, 2]",1618.3541247844696,63,7,0,0,0,0
pairwise,"[1, 2]",1618.3845677375793,63,9,0,0,0,0
pairwise,"[1, 2]",1618.429533958435,63,10,0,0,0,0
pairwise,"[1, 2]",1618.6419126987457,64,2,0,0,0,0
pairwise,"[1, 2]",1618.689921617508,64,3,0,0,0,0
pairwise,"[1, 2]",1618.7328748703003,64,4,0,0,0,0
pairwise,"[1, 2]",1618.7755117416382,64,5,0,0,0,0
pairwise,"[1, 2]",1618.8176708221436,64,6,0,0,0,0
pairwise,"[1, 2]",1619.0680696964264,65,1,0,0,0,0
pairwise,"[1, 2]",1619.1131236553192,65,2,0,0,0,0
pairwise,"[1, 2]",1619.1605079174042,65,3,0,0,0,0
pairwise,"[1, 2]",1619.2050459384918,65,4,0,0,0,0
pairwise,"[1, 2]",1637.7969858646393,65,5,0,0,0,0
pairwise,"[1, 2]",1637.8306918144226,65,6,0,0,0,0
pairwise,"[1, 2]",1654.0568788051605,65,7,0,0,0,0
pairwise,"[1, 2]",1654.3842129707336,66,1,0,0,0,0
pairwise,"[1, 2]",1654.4348607063293,66,3,0,0,0,0
pairwise,"[1, 2]",1654.4868698120117,66,4,0,0,0,0
pairwise,"[1, 2]",1654.5372936725616,66,5,0,0,0,0
pairwise,"[1, 2]",1654.5817258358002,66,6,0,0,0,0
pairwise,"[1, 2]",1654.6268637180328,66,7,0,0,0,0
pairwise,"[1, 2]",1654.6718668937683,66,8,0,0,0,0
pairwise,"[1, 2]",1654.8307540416718,67,1,0,0,0,0
pairwise,"[1, 2]",1654.8599858283997,67,2,0,0,0,0
pairwise,"[1, 2]",1654.8988406658173,67,3,0,0,0,0
pairwise,"[1, 2]",1654.9387466907501,67,4,0,0,0,0
pairwise,"[1, 2]",1654.9809226989746,67,5,0,0,0,0
pairwise,"[1, 2]",1671.121554851532,67,6,1,1.0,1.0,1.0
pairwise,"[1, 2]",1671.1541979312897,67,8,0,0,0,0
pairwise,"[1, 2]",1671.441345691681,68,4,0,0,0,0
pairwise,"[1, 2]",1671.4882259368896,68,7,0,0,0,0
pairwise,"[1, 2]",1671.6226317882538,69,0,0,0,0,0
pairwise,"[1, 2]",1671.6664876937866,69,1,0,0,0,0
pairwise,"[1, 2]",1671.7001206874847,69,2,0,0,0,0
pairwise,"[1, 2]",1671.7299098968506,69,3,0,0,0,0
pairwise,"[1, 2]",1671.7719559669495,69,4,0,0,0,0
pairwise,"[1, 2]",1671.8109560012817,69,7,0,0,0,0
pairwise,"[1, 2]",1686.5646929740906,70,0,1,1.0,1.0,1.0
pairwise,"[1, 2]",1701.2362806797028,70,1,0,1.0,0.6666666666666666,0.8
pairwise,"[1, 2]",1715.8549146652222,70,2,0,0,0,0
pairwise,"[1, 2]",1730.7636847496033,70,3,0,0.2222222222222222,1.0,0.3636363636363636
pairwise,"[1, 2]",1745.4481909275055,70,4,1,1.0,1.0,1.0
pairwise,"[1, 2]",1745.4814367294312,70,6,0,0,0,0
pairwise,"[1, 2]",1745.520109653473,70,7,0,0,0,0
pairwise,"[1, 2]",1760.1472556591034,70,8,0,0,0,0
pairwise,"[1, 2]",1760.31338596344,71,0,0,0,0,0
pairwise,"[1, 2]",1760.3534877300262,71,2,0,0,0,0
pairwise,"[1, 2]",1760.3935060501099,71,3,0,0,0,0
pairwise,"[1, 2]",1760.4315478801727,71,5,0,0,0,0
pairwise,"[1, 2]",1760.7181177139282,72,1,0,0,0,0
pairwise,"[1, 2]",1760.7588617801666,72,2,0,0,0,0
pairwise,"[1, 2]",1760.8008797168732,72,3,0,0,0,0
pairwise,"[1, 2]",1760.847404718399,72,4,0,0,0,0
pairwise,"[1, 2]",1760.891028881073,72,5,0,0,0,0
pairwise,"[1, 2]",1760.9360127449036,72,6,0,0,0,0
pairwise,"[1, 2]",1760.980406999588,72,7,0,0,0,0
pairwise,"[1, 2]",1761.0289347171783,72,8,0,0,0,0
pairwise,"[1, 2]",1761.3410377502441,73,1,0,0,0,0
pairwise,"[1, 2]",1761.3775668144226,73,3,0,0,0,0
pairwise,"[1, 2]",1775.083292722702,73,7,0,0,0,0
pairwise,"[1, 2]",1775.117726802826,73,8,0,0,0,0
pairwise,"[1, 2]",1792.0028069019318,74,0,0,0,0,0
pairwise,"[1, 2]",1792.0337889194489,74,1,0,0,0,0
pairwise,"[1, 2]",1809.6019656658173,74,3,0,0,0,0
pairwise,"[1, 2]",1819.3254058361053,74,4,0,0.1875,1.0,0.3157894736842105
pairwise,"[1, 2]",1819.3557178974152,74,5,0,0,0,0
pairwise,"[1, 2]",1836.676157951355,74,6,0,0,0,0
pairwise,"[1, 2]",1836.7149467468262,74,8,0,0,0,0
pairwise,"[1, 2]",1836.9726536273956,75,0,0,0,0,0
pairwise,"[1, 2]",1837.010428905487,75,6,0,0,0,0
pairwise,"[1, 2]",1837.0495688915253,75,8,0,0,0,0
pairwise,"[1, 2]",1837.1762008666992,76,3,0,0,0,0
pairwise,"[1, 2]",1837.2114570140839,76,4,0,0,0,0
pairwise,"[1, 2]",1837.2475078105927,76,5,0,0,0,0
pairwise,"[1, 2]",1837.564246892929,77,3,0,0,0,0
pairwise,"[1, 2]",1837.5929527282715,77,4,0,0,0,0
pairwise,"[1, 2]",1837.6323146820068,77,5,0,0,0,0
pairwise,"[1, 2]",1837.6716847419739,77,6,0,0,0,0
pairwise,"[1, 2]",1837.9193058013916,78,0,0,0,0,0
pairwise,"[1, 2]",1837.9553637504578,78,1,0,0,0,0
pairwise,"[1, 2]",1837.9920108318329,78,2,0,0,0,0
pairwise,"[1, 2]",1838.0282549858093,78,3,0,0,0,0
pairwise,"[1, 2]",1838.061800956726,78,4,0,0,0,0
pairwise,"[1, 2]",1838.099450826645,78,5,0,0,0,0
pairwise,"[1, 2]",1838.1329085826874,78,6,0,0,0,0
pairwise,"[1, 2]",1838.168182849884,78,7,0,0,0,0
pairwise,"[1, 2]",1838.328454732895,79,1,0,0,0,0
pairwise,"[1, 2]",1838.361650943756,79,3,0,0,0,0
pairwise,"[1, 2]",1838.39612698555,79,4,0,0,0,0
pairwise,"[1, 2]",1838.4338748455048,79,6,0,0,0,0
pairwise,"[1, 2]",1838.4716606140137,79,7,0,0,0,0
pairwise,"[1, 2]",1838.6057007312775,80,1,0,0,0,0
pairwise,"[1, 2]",1838.6341218948364,80,2,0,0,0,0
pairwise,"[1, 2]",1838.6702888011932,80,4,0,0,0,0
pairwise,"[1, 2]",1838.7020418643951,80,5,0,0,0,0
pairwise,"[1, 2]",1838.7426979541779,80,7,0,0,0,0
pairwise,"[1, 2]",1838.9034807682037,81,1,0,0,0,0
pairwise,"[1, 2]",1838.936999797821,81,2,0,0,0,0
pairwise,"[1, 2]",1838.9923939704895,81,6,0,0,0,0
pairwise,"[1, 2]",1839.0304346084595,81,7,0,0,0,0
pairwise,"[1, 2]",1839.0639188289642,81,8,0,0,0,0
pairwise,"[1, 2]",1839.2141637802124,82,0,0,0,0,0
pairwise,"[1, 2]",1839.263412952423,82,2,0,0,0,0
pairwise,"[1, 2]",1839.3009068965912,82,3,0,0,0,0
pairwise,"[1, 2]",1839.3382527828217,82,4,0,0,0,0
pairwise,"[1, 2]",1839.3757197856903,82,5,0,0,0,0
pairwise,"[1, 2]",1839.415150642395,82,6,0,0,0,0
pairwise,"[1, 2]",1856.8195087909698,83,0,0,0,0,0
pairwise,"[1, 2]",1856.851866722107,83,1,0,0,0,0
pairwise,"[1, 2]",1856.8861129283905,83,4,0,0,0,0
pairwise,"[1, 2]",1856.923518896103,83,6,0,0,0,0
pairwise,"[1, 2]",1856.964855670929,83,8,0,0,0,0
pairwise,"[1, 2]",1857.183665752411,84,2,0,0,0,0
pairwise,"[1, 2]",1857.2187976837158,84,4,0,0,0,0
pairwise,"[1, 2]",1857.2595856189728,84,5,0,0,0,0
pairwise,"[1, 2]",1857.3145577907562,84,7,0,0,0,0
pairwise,"[1, 2]",1866.513478755951,84,8,0,0,0,0
pairwise,"[1, 2]",1866.7470729351044,85,0,0,0,0,0
pairwise,"[1, 2]",1866.7768046855927,85,1,0,0,0,0
pairwise,"[1, 2]",1866.818609714508,85,3,0,0,0,0
pairwise,"[1, 2]",1866.8592267036438,85,4,0,0,0,0
pairwise,"[1, 2]",1866.901576757431,85,5,0,0,0,0
pairwise,"[1, 2]",1866.9549188613892,85,7,0,0,0,0
pairwise,"[1, 2]",1866.9988589286804,85,8,0,0,0,0
pairwise,"[1, 2]",1867.1331279277802,86,1,0,0,0,0
pairwise,"[1, 2]",1867.1758167743683,86,2,0,0,0,0
pairwise,"[1, 2]",1883.0602848529816,86,6,1,1.0,1.0,1.0
pairwise,"[1, 2]",1897.3395509719849,86,8,1,1.0,1.0,1.0
pairwise,"[1, 2]",1913.5488266944885,87,0,0,0,0,0
pairwise,"[1, 2]",1913.5796418190002,87,2,0,0,0,0
pairwise,"[1, 2]",1913.61465382576,87,3,0,0,0,0
pairwise,"[1, 2]",1913.642900943756,87,4,0,0,0,0
pairwise,"[1, 2]",1913.6849899291992,87,5,0,0,0,0
pairwise,"[1, 2]",1913.725419998169,87,7,0,0,0,0
pairwise,"[1, 2]",1913.7619409561157,87,8,0,0,0,0
pairwise,"[1, 2]",1913.798684835434,87,11,0,0,0,0
pairwise,"[1, 2]",1913.9179697036743,88,0,0,0,0,0
pairwise,"[1, 2]",1913.9600849151611,88,1,0,0,0,0
pairwise,"[1, 2]",1913.9940767288208,88,3,0,0,0,0
pairwise,"[1, 2]",1914.0346267223358,88,5,0,0,0,0
pairwise,"[1, 2]",1914.2976477146149,89,1,0,0,0,0
pairwise,"[1, 2]",1914.3363177776337,89,2,0,0,0,0
pairwise,"[1, 2]",1914.3785858154297,89,3,0,0,0,0
pairwise,"[1, 2]",1914.4241058826447,89,4,0,0,0,0
pairwise,"[1, 2]",1914.46404671669,89,5,0,0,0,0
pairwise,"[1, 2]",1914.508808851242,89,6,0,0,0,0
pairwise,"[1, 2]",1914.5518987178802,89,7,0,0,0,0
pairwise,"[1, 2]",1914.5907678604126,89,8,0,0,0,0
pairwise,"[1, 2]",1931.7143228054047,90,0,0,0,0,0
pairwise,"[1, 2]",1937.7442319393158,90,2,0,0,0,0
pairwise,"[1, 2]",1946.7789957523346,90,3,0,0,0,0
pairwise,"[1, 2]",1946.80930685997,90,4,0,0,0,0
pairwise,"[1, 2]",1954.827053785324,90,6,0,1.0,0.3333333333333333,0.5
pairwise,"[1, 2]",1970.0459167957306,90,7,0,0,0,0
pairwise,"[1, 2]",1970.3505079746246,91,3,0,0,0,0
pairwise,"[1, 2]",1970.3841106891632,91,6,0,0,0,0
pairwise,"[1, 2]",1970.4270436763763,91,7,0,0,0,0
pairwise,"[1, 2]",1970.6876287460327,92,5,0,0,0,0
pairwise,"[1, 2]",1970.7249977588654,92,8,0,0,0,0
pairwise,"[1, 2]",1970.762767791748,92,9,0,0,0,0
pairwise,"[1, 2]",1970.8045308589935,92,10,0,0,0,0
pairwise,"[1, 2]",1970.8460836410522,92,12,0,0,0,0
pairwise,"[1, 2]",1970.974753856659,93,0,0,0,0,0
pairwise,"[1, 2]",1971.0042958259583,93,1,0,0,0,0
pairwise,"[1, 2]",1971.0423529148102,93,2,0,0,0,0
pairwise,"[1, 2]",1971.0920886993408,93,5,0,0,0,0
pairwise,"[1, 2]",1971.1351318359375,93,6,0,0,0,0
pairwise,"[1, 2]",1971.174703836441,93,7,0,0,0,0
pairwise,"[1, 2]",1971.210039615631,93,9,0,0,0,0
pairwise,"[1, 2]",1971.2474007606506,93,11,0,0,0,0
pairwise,"[1, 2]",1971.289401769638,93,13,0,0,0,0
pairwise,"[1, 2]",1971.3289527893066,93,14,0,0,0,0
pairwise,"[1, 2]",1971.367782831192,93,15,0,0,0,0
pairwise,"[1, 2]",1971.407343864441,93,17,0,0,0,0
pairwise,"[1, 2]",1971.4411849975586,93,18,0,0,0,0
pairwise,"[1, 2]",1971.4749507904053,93,20,0,0,0,0
pairwise,"[1, 2]",1971.5129117965698,93,22,0,0,0,0
pairwise,"[1, 2]",1971.5524847507477,93,24,0,0,0,0
pairwise,"[1, 2]",1971.5893340110779,93,27,0,0,0,0
pairwise,"[1, 2]",1987.767386674881,93,28,0,0,0,0
pairwise,"[1, 2]",2005.0162239074707,94,1,0,0,0,0
pairwise,"[1, 2]",2022.0922067165375,94,2,0,0,0,0
pairwise,"[1, 2]",2039.321320772171,94,3,0,0,0,0
pairwise,"[1, 2]",2055.293972969055,94,6,0,0,0,0
pairwise,"[1, 2]",2072.4645550251007,94,7,0,1.0,0.5,0.6666666666666666
pairwise,"[1, 2]",2072.5349638462067,94,8,0,0,0,0
pairwise,"[1, 2]",2072.6922419071198,95,0,0,0,0,0
pairwise,"[1, 2]",2072.72989487648,95,1,0,0,0,0
pairwise,"[1, 2]",2072.7572028636932,95,3,0,0,0,0
pairwise,"[1, 2]",2072.7922208309174,95,5,0,0,0,0
pairwise,"[1, 2]",2072.8318178653717,95,6,0,0,0,0
pairwise,"[1, 2]",2090.9773218631744,95,7,1,1.0,1.0,1.0
pairwise,"[1, 2]",2091.0577569007874,95,9,0,0,0,0
pairwise,"[1, 2]",2091.2291209697723,96,0,0,0,0,0
pairwise,"[1, 2]",2091.2637119293213,96,1,0,0,0,0
pairwise,"[1, 2]",2091.2945647239685,96,2,0,0,0,0
pairwise,"[1, 2]",2091.328771829605,96,3,0,0,0,0
pairwise,"[1, 2]",2091.3655486106873,96,4,0,0,0,0
pairwise,"[1, 2]",2091.410635948181,96,6,0,0,0,0
pairwise,"[1, 2]",2106.536022901535,97,0,0,1.0,0.6666666666666666,0.8
pairwise,"[1, 2]",2121.5738167762756,97,1,0,1.0,0.6666666666666666,0.8
pairwise,"[1, 2]",2135.4876058101654,97,2,0,0,0,0
pairwise,"[1, 2]",2150.6014487743378,97,3,1,1.0,1.0,1.0
pairwise,"[1, 2]",2165.7218828201294,97,4,1,1.0,1.0,1.0
pairwise,"[1, 2]",2165.7491216659546,97,5,0,0,0,0
pairwise,"[1, 2]",2177.2265527248383,97,6,0,0,0,0
pairwise,"[1, 2]",2192.265014886856,97,7,1,1.0,1.0,1.0
pairwise,"[1, 2]",2205.5894038677216,97,9,1,1.0,1.0,1.0
pairwise,"[1, 2]",2220.6325619220734,97,10,1,1.0,1.0,1.0
pairwise,"[1, 2]",2235.7594878673553,97,12,0,1.0,0.6666666666666666,0.8
pairwise,"[1, 2]",2235.7878909111023,97,13,0,0,0,0
pairwise,"[1, 2]",2249.116452693939,97,14,1,1.0,1.0,1.0
pairwise,"[1, 2]",2264.1591277122498,97,15,0,1.0,0.6666666666666666,0.8
pairwise,"[1, 2]",2279.198887825012,97,16,0,1.0,0.16666666666666666,0.2857142857142857
pairwise,"[1, 2]",2292.0666427612305,97,17,1,1.0,1.0,1.0
pairwise,"[1, 2]",2307.216873884201,97,18,0,0,0,0
pairwise,"[1, 2]",2320.022239923477,97,20,1,1.0,1.0,1.0
pairwise,"[1, 2]",2335.207363843918,97,21,1,1.0,1.0,1.0
pairwise,"[1, 2]",2350.2562658786774,97,22,0,1.0,0.6666666666666666,0.8
pairwise,"[1, 2]",2363.1091887950897,97,23,1,1.0,1.0,1.0
pairwise,"[1, 2]",2376.581226825714,97,24,1,1.0,1.0,1.0
pairwise,"[1, 2]",2393.9677019119263,97,25,1,1.0,1.0,1.0
pairwise,"[1, 2]",2394.04491686821,98,0,0,0,0,0
pairwise,"[1, 2]",2394.077479839325,98,1,0,0,0,0
pairwise,"[1, 2]",2394.1138339042664,98,2,0,0,0,0
pairwise,"[1, 2]",2394.1491498947144,98,3,0,0,0,0
pairwise,"[1, 2]",2394.190792798996,98,6,0,0,0,0
pairwise,"[1, 2]",2407.880849838257,98,8,0,0,0,0
pairwise,"[1, 2]",2408.205493927002,99,1,0,0,0,0
pairwise,"[1, 2]",2408.246723651886,99,3,0,0,0,0
pairwise,"[1, 2]",2408.2985289096832,99,7,0,0,0,0
pairwise,"[1, 2]",2408.3394548892975,99,8,0,0,0,0
pairwise,"[1, 2]",2408.37740278244,99,9,0,0,0,0
pairwise,"[1, 2]",2408.4160706996918,99,10,0,0,0,0
cosine,"[1, 2]",2422.4555797576904,0,0,1,1.0,1.0,1.0
cosine,"[1, 2]",2440.601651906967,0,1,0,0.5,1.0,0.6666666666666666
cosine,"[1, 2]",2459.2980239391327,0,2,0,0,0,0
cosine,"[1, 2]",2459.38134765625,0,3,0,0,0,0
cosine,"[1, 2]",2475.0194549560547,0,5,0,0,0,0
cosine,"[1, 2]",2492.8658249378204,0,6,1,1.0,1.0,1.0
cosine,"[1, 2]",2492.8961408138275,0,7,0,0,0,0
cosine,"[1, 2]",2511.457197666168,0,8,1,1.0,1.0,1.0
cosine,"[1, 2]",2511.5932936668396,1,0,0,0,0,0
cosine,"[1, 2]",2511.618502855301,1,1,0,0,0,0
